availability,category,coursePictureUrl,credits,endDate,enrolled,enrollmentEndDate,estimatedWorkload,examDate,explorerInstructorName,explorerSummary,featured,id,instructorInstitute,name,ncCode,nodeCode,openForRegistration,showInExplorer,startDate,title,url,weeks
registration_required,,https://storage.googleapis.com/swayam-node2-production.appspot.com/assets/img/cec20_cs08/d.jpg,4,2020-04-18T00:00:00.000000Z,False,2020-02-28T00:00:00.000000Z,,2020-05-09T00:00:00.000000Z,Dr. Abhishek Kumar,,True,Q291cnNlTGlzdDovbmQyX2NlYzIwX2NzMDg=,Banaras Hindu University II BHU,COMP_SCI_ENGG,CEC,nd2,True,True,2020-01-06T00:00:00.000000Z, ANIMATIONs,/nd2_cec20_cs08/preview,15
registration_required,,https://storage.googleapis.com/swayam2-node/Jan%202020%20Course%20card%20images/noc20_ae03.jpg,1,2020-02-21T00:00:00.000000Z,False,2020-02-02T18:30:00.000000Z,,2020-03-29T00:00:00.000000Z,"Prof. A.K. Ghosh, Prof. Vipul Mathur",,False,Q291cnNlTGlzdDovbmQxX25vYzIwX2FlMDM=,IIT Kanpur,AERO_COURSES,NPTEL,nd1,True,True,2020-01-27T00:00:00.000000Z, Aircraft Maintenance,/nd1_noc20_ae03/preview,4
registration_required,,https://storage.googleapis.com/swayam2-node/Jan%202020%20Course%20card%20images/noc20_ph06.jpg,1,2020-02-21T00:00:00.000000Z,False,2020-02-02T18:30:00.000000Z,,2020-03-29T00:00:00.000000Z,Prof. Saurabh Basu,,False,Q291cnNlTGlzdDovbmQxX25vYzIwX3BoMDY=,IIT Guwahati,Physics,NPTEL,nd1,True,True,2020-01-27T00:00:00.000000Z,A brief course on Superconductivity,/nd1_noc20_ph06/preview,4
registration_required,,https://storage.googleapis.com/swayam2-node/Jan%202020%20Course%20card%20images/noc20_ee52.jpg,1,2020-02-21T00:00:00.000000Z,False,2020-02-02T18:30:00.000000Z,,2020-03-29T00:00:00.000000Z,Prof. Santanu Talukder,,False,Q291cnNlTGlzdDovbmQxX25vYzIwX2VlNTI=,IISER Bhopal,ELEC_ENGG,NPTEL,nd1,True,True,2020-01-27T00:00:00.000000Z,A brief introduction of Micro-Sensors,/nd1_noc20_ee52/preview,4
registration_required,,https://storage.googleapis.com/swayam-node2-production.appspot.com/assets/img/ntr19_ed17/cue-essay-page-banner-17.png,3,2020-03-22T18:30:00.000000Z,False,2020-02-16T18:30:00.000000Z,,,Dr. P. Malliga ,,True,Q291cnNlTGlzdDovbmQyX250cjE5X2VkMTc=,"National Institute of Technical Teachers Training and Research, Chennai ",Education,NITTTR,nd2,True,True,2020-01-26T18:30:00.000000Z,AICTE - NITTT - Module 1 - Orientation Towards Technical Education and Curriculum Aspects,/nd2_ntr19_ed17/preview,8
registration_required,,https://storage.googleapis.com/swayam-node2-production.appspot.com/assets/img/ntr19_ge06/M2 CP.JPG,3,2020-03-22T18:30:00.000000Z,False,2020-02-16T18:30:00.000000Z,,,Prof. Shashi Kant Gupta,,True,Q291cnNlTGlzdDovbmQyX250cjE5X2dlMDY=,"National Institute of Technical Teachers Training and Research, Bhopal  ",Multidisciplinary,NITTTR,nd2,True,True,2020-01-26T18:30:00.000000Z,AICTE - NITTT - Module 2 Professional Ethics & Sustainability,/nd2_ntr19_ge06/preview,8
registration_required,,https://storage.googleapis.com/swayam-node2-production.appspot.com/assets/img/ntr19_ed20/CSMKD -Cp.JPG,3,2020-03-22T18:30:00.000000Z,False,2020-02-16T18:30:00.000000Z,,,Er. Amandeep Kaur,,True,Q291cnNlTGlzdDovbmQyX250cjE5X2VkMjA=,"National Institute of Technical Teachers Training and Research, Chandigarh ",Education,NITTTR,nd2,True,True,2020-01-26T18:30:00.000000Z,"AICTE - NITTT - Module 3 - Communication Skills, Modes & Knowledge Dissemination ",/nd2_ntr19_ed20/preview,8
registration_required,,https://storage.googleapis.com/swayam-node2-production.appspot.com/assets/img/ntr19_ge07/IP&D CP.JPG,3,2020-03-22T18:30:00.000000Z,False,2020-02-16T18:30:00.000000Z,,,Dr. Kiran Saksena,,True,Q291cnNlTGlzdDovbmQyX250cjE5X2dlMDc=,"National Institute of Technical Teachers Training and Research, Bhopal ",Multidisciplinary,NITTTR,nd2,True,True,2020-01-26T18:30:00.000000Z,AICTE - NITTT - Module 4 Instructional Planning and Delivery,/nd2_ntr19_ge07/preview,8
registration_required,,https://storage.googleapis.com/swayam-node2-production.appspot.com/assets/img/ntr19_ed15/giphy.gif,3,2020-03-23T00:00:00.000000Z,False,2020-02-16T19:00:00.000000Z,,,Dr. G. Janardhanan,,True,Q291cnNlTGlzdDovbmQyX250cjE5X2VkMTU=,"National Institute of Technical Teachers Training and Research, Chennai  ",Education,NITTTR,nd2,True,True,2020-01-26T19:00:00.000000Z,AICTE - NITTT - Module 5 - Technology Enabled Learning & Life Long Self Learning ,/nd2_ntr19_ed15/preview,8
registration_required,,https://storage.googleapis.com/swayam-node2-production.appspot.com/assets/img/ntr19_ed16/Neethi sir.JPG,3,2020-03-23T00:00:00.000000Z,False,2020-02-17T00:00:00.000000Z,,,Dr. V. Shanmuganeethi,,True,Q291cnNlTGlzdDovbmQyX250cjE5X2VkMTY=,"National Institute of Technical Teachers Training and Research, Chennai",Education,NITTTR,nd2,True,True,2020-01-27T00:00:00.000000Z,AICTE - NITTT - Module 6 Student Assessment and Evaluation,/nd2_ntr19_ed16/preview,8
registration_required,,https://storage.googleapis.com/swayam-node2-production.appspot.com/assets/img/ntr19_ge08/tulsi madam course picture.png,3,2020-03-23T00:00:00.000000Z,False,2020-02-17T00:00:00.000000Z,,,Dr. P. K. Tulsi,,True,Q291cnNlTGlzdDovbmQyX250cjE5X2dlMDg=,"National Institute of Technical Teachers Training and Research, Chandigarh ",Multidisciplinary,NITTTR,nd2,True,True,2020-01-27T00:00:00.000000Z,"AICTE - NITTT - Module 7 Creative Problem Solving , Innovation and Meaningful R & D",/nd2_ntr19_ge08/preview,8
registration_required,,https://storage.googleapis.com/swayam-node2-production.appspot.com/assets/img/ntr19_ge09/Cp I.JPG,3,2020-03-22T18:30:00.000000Z,False,2020-02-16T18:30:00.000000Z,,,Prof. Rakesh K Wats ,,True,Q291cnNlTGlzdDovbmQyX250cjE5X2dlMDk=,"National Institute of Technical Teachers Training and Research, Chandigarh ",Multidisciplinary,NITTTR,nd2,True,True,2020-01-26T18:30:00.000000Z,AICTE - NITTT - Module 8 - Institutional Management & Administrative Procedures,/nd2_ntr19_ge09/preview,8
registration_required,,https://storage.googleapis.com/swayam-node2-production.appspot.com/assets/img/ugc19_ge03/Untitled.jpg,4,2020-04-25T18:00:00.000000Z,False,2020-02-28T18:00:00.000000Z,,2020-05-10T03:30:00.000000Z,Dr Ajay Semalty,,True,Q291cnNlTGlzdDovbmQyX2NlYzIwX21hMDQ=,HNB Garhwal University (A Central University) Srinagar Garhwal (Uttarakhand),Multidisciplinary,CEC,nd2,True,True,2020-01-13T00:00:00.000000Z,Academic Writing,/nd2_cec20_ma04/preview,15
registration_required,,https://storage.googleapis.com/swayam-node2-production.appspot.com/assets/img/ntr20_ed09/Academic.JPG,2,2020-03-29T18:30:00.000000Z,False,2020-02-09T18:30:00.000000Z,,,Dr. Samir Roy,,True,Q291cnNlTGlzdDovbmQyX250cjIwX2VkMDk=,"National Institute of Technical Teachers Training and Research , Kolkata",TEACHER_EDUCATION,NITTTR,nd2,True,True,2020-01-26T18:30:00.000000Z,Academic and Research Report,/nd2_ntr20_ed09/preview,8
registration_required,,https://drive.google.com/open?id=1T5PVsIj75A3FkaNbUjvZFNbj6u9Kvc0H,4,2020-04-28T18:30:00.000000Z,False,2020-02-27T18:30:00.000000Z,,2020-05-09T03:30:00.000000Z,Dr Bharti Yadav,,True,Q291cnNlTGlzdDovbmQyX2NlYzIwX2hzMjU=,National Law University Delhi,Law,CEC,nd2,True,True,2020-01-13T03:30:00.000000Z,Access to Justice,/nd2_cec20_hs25/preview,15
registration_required,,https://storage.googleapis.com/swayam-node2-production.appspot.com/assets/img/ntr20_ed01/For ADEP.JPG,3,2020-04-12T18:30:00.000000Z,False,2020-02-16T18:30:00.000000Z,,,Badrilal Gupta,,True,Q291cnNlTGlzdDovbmQyX250cjIwX2VkMDE=,"National Institute of Technical Teachers Training and Research, Chennai  ",TEACHER_EDUCATION,NITTTR,nd2,True,True,2020-01-26T18:30:00.000000Z,Accreditation for Diploma Engineering Programmes,/nd2_ntr20_ed01/preview,8
registration_required,,https://storage.googleapis.com/swayam-node2-production.appspot.com/assets/img/ntr20_ed02/ACUG _ BHp.JPG,3,2020-04-19T18:30:00.000000Z,False,2020-02-16T18:30:00.000000Z,,,"Prof. R.K.Dixit, Prof. Sanjay Agrawal",,True,Q291cnNlTGlzdDovbmQyX250cjIwX2VkMDI=,"National Institute of Technical Teachers Training and Research, Bhopal  ",TEACHER_EDUCATION,NITTTR,nd2,True,True,2020-01-26T18:30:00.000000Z,Accreditation for Undergraduate Engineering Programmes,/nd2_ntr20_ed02/preview,8
registration_required,,https://storage.googleapis.com/swayam2-node/Jan%202020%20Course%20card%20images/noc20_me09.jpg,2,2020-03-20T00:00:00.000000Z,False,2020-02-02T18:30:00.000000Z,,2020-03-29T00:00:00.000000Z,Prof. Sneha Singh,,False,Q291cnNlTGlzdDovbmQxX25vYzIwX21lMDk=,IIT Roorkee,MECH_ENGG,NPTEL,nd1,True,True,2020-01-27T00:00:00.000000Z,Acoustic Materials and Metamaterials,/nd1_noc20_me09/preview,8
registration_required,,https://storage.googleapis.com/swayam2-node/Jan%202020%20Course%20card%20images/noc20_ee28.jpg,2,2020-03-20T00:00:00.000000Z,False,2020-02-02T18:30:00.000000Z,,2020-03-29T00:00:00.000000Z,Prof. Avik Bhattacharya,,False,Q291cnNlTGlzdDovbmQxX25vYzIwX2VlMjg=,IIT Roorkee,ELEC_ENGG,NPTEL,nd1,True,True,2020-01-27T00:00:00.000000Z,Advance power electronics and Control,/nd1_noc20_ee28/preview,8
registration_required,,https://storage.googleapis.com/swayam2-node/Jan%202020%20Course%20card%20images/noc20_cy09.jpg,3,2020-04-17T00:00:00.000000Z,False,2020-02-02T18:30:00.000000Z,,2020-04-25T00:00:00.000000Z,Prof. Arijit Kumar De,,False,Q291cnNlTGlzdDovbmQxX25vYzIwX2N5MDk=,IISER Mohali,Chemistry,NPTEL,nd1,True,True,2020-01-27T00:00:00.000000Z,Advanced Chemical Thermodynamics and Kinetics,/nd1_noc20_cy09/preview,12
registration_required,,https://storage.googleapis.com/swayam-node2-production.appspot.com/assets/img/cec20_hs22/Constitution_of_India1.jpg,4,2020-04-24T18:30:00.000000Z,False,2020-02-28T17:30:00.000000Z,,2020-05-08T20:30:00.000000Z,Dr. Anupama Goel,,True,Q291cnNlTGlzdDovbmQyX2NlYzIwX2hzMjI=,National Law University Delhi,Law,CEC,nd2,True,True,2020-01-12T18:30:00.000000Z,Advanced Constitutional Law,/nd2_cec20_hs22/preview,15
registration_required,,https://storage.googleapis.com/swayam-node2-production.appspot.com/assets/img/imb20_mg25/ACS_Banner_Image_Final.PNG,2,2020-04-30T23:00:00.000000Z,False,2020-02-28T23:00:00.000000Z,,2020-05-09T00:00:00.000000Z,Prof. R. Srinivasan and Prof. Sai Yayavaram,,False,Q291cnNlTGlzdDovbmQyX2ltYjIwX21nMjU=,Indian Institute of Management Bangalore,Management,IIMB,nd2,True,True,2020-01-31T06:00:00.000000Z,Advanced Corporate Strategy,/nd2_imb20_mg25/preview,6
registration_required,,https://storage.googleapis.com/swayam2-node/Jan%202020%20Course%20card%20images/noc20_ma13.jpg,3,2020-04-17T00:00:00.000000Z,False,2020-02-02T18:30:00.000000Z,,2020-04-26T00:00:00.000000Z,Prof. P. N. Agarwal,,False,Q291cnNlTGlzdDovbmQxX25vYzIwX21hMTM=,IIT Roorkee,Mathematics,NPTEL,nd1,True,True,2020-01-27T00:00:00.000000Z,Advanced Engineering Mathematics,/nd1_noc20_ma13/preview,12
registration_required,,https://storage.googleapis.com/swayam2-node/Jan%202020%20Course%20card%20images/noc20_ma18.jpg,3,2020-04-17T00:00:00.000000Z,False,2020-02-02T18:30:00.000000Z,,2020-04-26T00:00:00.000000Z,Prof. Niladri Chatterjee,,False,Q291cnNlTGlzdDovbmQxX25vYzIwX21hMTg=,IIT Delhi,Mathematics,NPTEL,nd1,True,True,2020-01-27T00:00:00.000000Z,Advanced Probability Theory,/nd1_noc20_ma18/preview,12
registration_required,,https://storage.googleapis.com/swayam2-node/Jan%202020%20Course%20card%20images/noc20_te02.jpg,2,2020-03-20T00:00:00.000000Z,False,2020-02-02T18:30:00.000000Z,,2020-03-29T00:00:00.000000Z,Prof. Kushal Sen,,False,Q291cnNlTGlzdDovbmQxX25vYzIwX3RlMDI=,IIT Delhi,TEXTILE_COURSES,NPTEL,nd1,True,True,2020-01-27T00:00:00.000000Z,Advanced Textile Printing Technology,/nd1_noc20_te02/preview,8
registration_required,,https://storage.googleapis.com/swayam2-node/Jan%202020%20Course%20card%20images/noc20_ch03.jpg,3,2020-04-17T00:00:00.000000Z,False,2020-02-02T18:30:00.000000Z,,2020-04-26T00:00:00.000000Z,Prof. Nanda Kishore,,False,Q291cnNlTGlzdDovbmQxX25vYzIwX2NoMDM=,IIT Guwahati,CHEMICAL_COURSES,NPTEL,nd1,True,True,2020-01-27T00:00:00.000000Z,Advanced Thermodynamics,/nd1_noc20_ch03/preview,12
registration_required,,https://storage.googleapis.com/swayam2-node/Jan%202020%20Course%20card%20images/noc20_ce15.jpg,1,2020-02-21T00:00:00.000000Z,False,2020-02-02T18:30:00.000000Z,,2020-03-29T00:00:00.000000Z,"Prof. Ravindra Gettu, Prof. Manu Santhanam",,False,Q291cnNlTGlzdDovbmQxX25vYzIwX2NlMTU=,IIT Madras,CIVIL_ENGINEERING,NPTEL,nd1,True,True,2020-01-27T00:00:00.000000Z,Advanced Topics in the Science and Technology of Concrete,/nd1_noc20_ce15/preview,4
registration_required,,https://drive.google.com/open?id=1z7xkXxk0DQUBS7-rm0hP2Ya6S64vnPb9,4,2020-04-09T18:30:00.000000Z,False,,,,Dr. Meeta Nihalani,,True,Q291cnNlTGlzdDovbmQyX2NlYzIwX2dlMDc=,"Jai Narain Vyas University, Jodhpur",Multidisciplinary,CEC,nd2,True,True,2020-01-09T18:30:00.000000Z,Advertising,/nd2_cec20_ge07/preview,12
registration_required,,https://storage.googleapis.com/swayam-node2-production.appspot.com/assets/img/cec20_hs08/Agricultural Geography 4.jpg,4,2020-04-12T18:30:00.000000Z,False,2020-02-29T17:30:00.000000Z,,2020-05-09T03:30:00.000000Z,Prof. H. Nagaraja,,True,Q291cnNlTGlzdDovbmQyX2NlYzIwX2hzMDg=,"Department of Studies in Geography,Manasagangothri, University of Mysore, Mysuru-06",Humanities_and_Social_Sciences,CEC,nd2,True,True,2020-01-19T18:30:00.000000Z,Agricultural Geography,/nd2_cec20_hs08/preview,12
registration_required,,https://storage.googleapis.com/swayam-node1-production.appspot.com/July%202019%20Course%20images/Cards_ShutterStockImages_250x90/Computer%20Science%20and%20Engineering/d.png,3,2020-04-16T18:30:00.000000Z,False,2020-02-02T18:30:00.000000Z,,2020-04-25T18:30:00.000000Z,Prof. Abhiram G. Ranade,,True,Q291cnNlTGlzdDovbmQxX25vYzIwX2NzNTM=,IIT Bombay,COMP_SCI_ENGG,NPTEL,nd1,True,True,2020-01-26T18:30:00.000000Z,An Introduction To Programming Through C++,/nd1_noc20_cs53/preview,12
registration_required,,https://storage.googleapis.com/swayam2-node/Jan%202020%20Course%20card%20images/noc20_cs42.jpg,3,2020-04-17T00:00:00.000000Z,False,2020-02-02T18:30:00.000000Z,,2020-04-26T00:00:00.000000Z,Prof. Mausam,,False,Q291cnNlTGlzdDovbmQxX25vYzIwX2NzNDI=,IIT Delhi,COMP_SCI_ENGG,NPTEL,nd1,True,True,2020-01-27T00:00:00.000000Z,An Introduction to Artificial Intelligence,/nd1_noc20_cs42/preview,12
registration_required,,https://storage.googleapis.com/swayam2-node/Jan%202020%20Course%20card%20images/noc20_ch18.jpg,1,2020-02-21T00:00:00.000000Z,False,2020-02-02T18:30:00.000000Z,,2020-03-29T00:00:00.000000Z,Prof. Raghvendra Gupta,,False,Q291cnNlTGlzdDovbmQxX25vYzIwX2NoMTg=,IIT Guwahati,CHEMICAL_COURSES,NPTEL,nd1,True,True,2020-01-27T00:00:00.000000Z,An Introduction to Cardiovascular Fluid Mechanics,/nd1_noc20_ch18/preview,4
registration_required,,https://storage.googleapis.com/swayam2-node/Jan%202020%20Course%20card%20images/noc20_ma01.jpg,3,2020-04-17T00:00:00.000000Z,False,2020-02-02T18:30:00.000000Z,,2020-04-25T00:00:00.000000Z,Prof. Harish Seshadri,,False,Q291cnNlTGlzdDovbmQxX25vYzIwX21hMDE=,IISc Bangalore,Mathematics,NPTEL,nd1,True,True,2020-01-27T00:00:00.000000Z,An introduction to smooth manifolds.,/nd1_noc20_ma01/preview,12
registration_required,,https://storage.googleapis.com/swayam2-node/Jan%202020%20Course%20card%20images/noc20_ee27.jpg,3,2020-04-17T00:00:00.000000Z,False,2020-02-02T18:30:00.000000Z,,2020-04-25T00:00:00.000000Z,Prof. Nagendra Krishnapura,,False,Q291cnNlTGlzdDovbmQxX25vYzIwX2VlMjc=,IIT Madras,ELEC_ENGG,NPTEL,nd1,True,True,2020-01-27T00:00:00.000000Z,Analog Circuits,/nd1_noc20_ee27/preview,12
registration_required,,https://storage.googleapis.com/swayam2-node/Jan%202020%20Course%20card%20images/noc20_ee24.jpg,2,2020-03-20T00:00:00.000000Z,False,2020-02-02T18:30:00.000000Z,,2020-03-29T00:00:00.000000Z,Prof. Jayanta Mukherjee,,False,Q291cnNlTGlzdDovbmQxX25vYzIwX2VlMjQ=,IIT Bombay,ELEC_ENGG,NPTEL,nd1,True,True,2020-01-27T00:00:00.000000Z,Analog Circuits,/nd1_noc20_ee24/preview,8
registration_required,,https://storage.googleapis.com/swayam2-node/Jan%202020%20Course%20card%20images/noc20_ee30.jpg,3,2020-04-17T00:00:00.000000Z,False,2020-02-02T18:30:00.000000Z,,2020-04-25T00:00:00.000000Z,Prof. Mrigank Sharad,,False,Q291cnNlTGlzdDovbmQxX25vYzIwX2VlMzA=,IIT Kharagpur,ELEC_ENGG,NPTEL,nd1,True,True,2020-01-27T00:00:00.000000Z,Analog Circuits and Systems through SPICE Simulation,/nd1_noc20_ee30/preview,12
registration_required,,https://storage.googleapis.com/swayam2-node/Jan%202020%20Course%20card%20images/noc20_ee45.jpg,3,2020-04-17T00:00:00.000000Z,False,2020-02-02T18:30:00.000000Z,,2020-04-26T00:00:00.000000Z,Prof. Pradip Mandal,,False,Q291cnNlTGlzdDovbmQxX25vYzIwX2VlNDU=,IIT Kharagpur,ELEC_ENGG,NPTEL,nd1,True,True,2020-01-27T00:00:00.000000Z,Analog Electronic Circuits,/nd1_noc20_ee45/preview,12
registration_required,,https://storage.googleapis.com/swayam2-node/Jan%202020%20Course%20card%20images/noc20_ee26.jpg,3,2020-04-17T00:00:00.000000Z,False,2020-02-02T18:30:00.000000Z,,2020-04-26T00:00:00.000000Z,Prof. Aniruddhan.S,,False,Q291cnNlTGlzdDovbmQxX25vYzIwX2VlMjY=,IIT Madras,ELEC_ENGG,NPTEL,nd1,True,True,2020-01-27T00:00:00.000000Z,Analog Ic Design,/nd1_noc20_ee26/preview,12
registration_required,,https://storage.googleapis.com/swayam-node2-production.appspot.com/assets/img/ugc19_bt16/bioch.jpg,4,2020-04-29T21:00:00.000000Z,False,2020-02-27T21:00:00.000000Z,,2020-05-09T21:00:00.000000Z,Prof. M.R Rajeswari,,True,Q291cnNlTGlzdDovbmQyX2NlYzIwX2J0MTA=,"Department of Biochemistry, All India Institute of Medical Sciences, New Delhi",BIO_TECH,CEC,nd2,True,True,2020-01-12T21:00:00.000000Z,Analytical Techniques,/nd2_cec20_bt10/preview,15
registration_required,,https://storage.googleapis.com/swayam-node2-production.appspot.com/assets/img/cec20_hs11/Anci-image.JPG,4,2020-04-03T18:30:00.000000Z,False,2020-02-27T18:30:00.000000Z,,2020-05-08T18:30:00.000000Z,Dr. BABU M N,,True,Q291cnNlTGlzdDovbmQyX2NlYzIwX2hzMTE=,"Sree Sankaracharya University of Sanskrit, Kalady.",Humanities_and_Social_Sciences,CEC,nd2,True,True,2020-01-05T18:30:00.000000Z,Ancient Greek and Medieval Philosophy,/nd2_cec20_hs11/preview,12
registration_required,,https://storage.googleapis.com/swayam-node1-production.appspot.com/July%202019%20Course%20images/Cards_ShutterStockImages_250x90/Electrical%2C%20Electronics%20and%20Communications%20Engineering/a.png,3,2020-04-17T00:00:00.000000Z,False,2020-02-02T18:30:00.000000Z,,2020-04-25T00:00:00.000000Z,Prof. Girish Kumar,,False,Q291cnNlTGlzdDovbmQxX25vYzIwX2VlMjA=,IIT Bombay,ELEC_ENGG,NPTEL,nd1,True,True,2020-01-27T00:00:00.000000Z,Antennas,/nd1_noc20_ee20/preview,12
registration_required,,https://storage.googleapis.com/swayam-node2-production.appspot.com/assets/img/cec20_bt02/entoapp1.jpg,4,2020-04-12T18:30:00.000000Z,False,2020-02-29T17:30:00.000000Z,,2020-05-10T08:30:00.000000Z,Dr. B. SANNAPPA,,True,Q291cnNlTGlzdDovbmQyX2NlYzIwX2J0MDI=,"Dept. of Studies in Sericulture Science,  University of Mysore, Manasagangotri",BIO_TECH,CEC,nd2,True,True,2020-01-19T18:30:00.000000Z,Applied Entomology,/nd2_cec20_bt02/preview,12
registration_required,,https://storage.googleapis.com/swayam2-node/Jan%202020%20Course%20card%20images/noc20_ce17.jpg,3,2020-04-17T00:00:00.000000Z,False,2020-02-02T18:30:00.000000Z,,2020-04-25T00:00:00.000000Z,Prof. Gargi Singh,,False,Q291cnNlTGlzdDovbmQxX25vYzIwX2NlMTc=,IIT Roorkee,CIVIL_ENGINEERING,NPTEL,nd1,True,True,2020-01-27T00:00:00.000000Z,Applied Environmental Microbiology,/nd1_noc20_ce17/preview,12
registration_required,,https://storage.googleapis.com/swayam2-node/Jan%202020%20Course%20card%20images/noc20_me11.jpg,3,2020-04-17T00:00:00.000000Z,False,2020-02-02T18:30:00.000000Z,,2020-04-25T00:00:00.000000Z,"Prof. Shantanu Bhattacharya, Prof. Ankur Gupta",,False,Q291cnNlTGlzdDovbmQxX25vYzIwX21lMTE=,IIT Kanpur,MECH_ENGG,NPTEL,nd1,True,True,2020-01-27T00:00:00.000000Z,Applied Ergonomics,/nd1_noc20_me11/preview,12
registration_required,,https://storage.googleapis.com/swayam2-node/Jan%202020%20Course%20card%20images/noc20_ee37.jpg,2,2020-04-17T00:00:00.000000Z,False,2020-02-02T18:30:00.000000Z,,2020-04-25T00:00:00.000000Z,Prof. Indranil Hatai,,False,Q291cnNlTGlzdDovbmQxX25vYzIwX2VlMzc=,IIEST Shibpur,ELEC_ENGG,NPTEL,nd1,True,True,2020-01-27T00:00:00.000000Z,Architectural Design of Digital Integrated Circuits,/nd1_noc20_ee37/preview,12
registration_required,,https://storage.googleapis.com/swayam2-node/Jan%202020%20Course%20card%20images/noc20_cs47.jpg,3,2020-04-17T00:00:00.000000Z,False,2020-02-02T18:30:00.000000Z,,2020-04-25T00:00:00.000000Z,Prof. Nitin Saxena,,False,Q291cnNlTGlzdDovbmQxX25vYzIwX2NzNDc=,IIT Kanpur,COMP_SCI_ENGG,NPTEL,nd1,True,True,2020-01-27T00:00:00.000000Z,Arithmetic Circuit Complexity,/nd1_noc20_cs47/preview,12
registration_required,,https://storage.googleapis.com/swayam-node2-production.appspot.com/assets/img/cec20_cs02/course img.JPG,4,2020-03-14T18:30:00.000000Z,False,2020-02-27T18:30:00.000000Z,,2020-05-08T18:30:00.000000Z,Dr. Lajish V.L,,True,Q291cnNlTGlzdDovbmQyX2NlYzIwX2NzMDI=,"Department of Computer Science, University of Calicut.",COMP_SCI_ENGG,CEC,nd2,True,True,2020-01-07T18:30:00.000000Z,Art of C Programming ,/nd2_cec20_cs02/preview,12
registration_required,,,4,2020-04-24T18:30:00.000000Z,False,2020-02-27T18:30:00.000000Z,,2020-05-09T18:30:00.000000Z,Prof. Bhushan Trivedi,,True,Q291cnNlTGlzdDovbmQyX2NlYzIwX2NzMTA=,GLS University,COMP_SCI_ENGG,CEC,nd2,True,True,2020-01-12T18:30:00.000000Z,Artificial Intelligence,/nd2_cec20_cs10/preview,15
registration_required,,https://storage.googleapis.com/swayam2-node/Jan%202020%20Course%20card%20images/noc20_cs30.jpg,3,2020-04-17T00:00:00.000000Z,False,2020-02-02T18:30:00.000000Z,,2020-04-25T00:00:00.000000Z,Prof. Deepak Khemani,,False,Q291cnNlTGlzdDovbmQxX25vYzIwX2NzMzA=,IIT Madras,COMP_SCI_ENGG,NPTEL,nd1,True,True,2020-01-27T00:00:00.000000Z,Artificial Intelligence: Knowledge Representation And Reasoning,/nd1_noc20_cs30/preview,12
registration_required,,https://storage.googleapis.com/swayam2-node/Jan%202020%20Course%20card%20images/noc20_me25.jpg,2,2020-03-20T00:00:00.000000Z,False,2020-02-02T18:30:00.000000Z,,2020-03-29T00:00:00.000000Z,Prof. Anil Kumar,,False,Q291cnNlTGlzdDovbmQxX25vYzIwX21lMjU=,IIT Roorkee,MECH_ENGG,NPTEL,nd1,True,True,2020-01-27T00:00:00.000000Z,Automatic Control,/nd1_noc20_me25/preview,8
registration_required,,https://storage.googleapis.com/swayam-node2-production.appspot.com/assets/img/nou19_ag11/SWPS_MukeshKumar-CourseImage.jpg,,,False,2020-02-27T18:30:00.000000Z,,2020-05-09T18:30:00.000000Z,Dr. Mukesh Kumar,,True,Q291cnNlTGlzdDovbmQyX25vdTIwX2FnMDY=,Indira Gandhi National Open University,AGRI_COURSES,IGNOU,nd2,True,True,2020-01-01T00:00:00.000000Z,Awareness Programme on Solar Water Pumping System,/nd2_nou20_ag06/preview,
registration_required,,https://storage.googleapis.com/swayam-node2-production.appspot.com/assets/img/cec20_ed03/Be d English mini 2.jpg,4,2020-04-29T18:30:00.000000Z,False,2020-02-28T18:30:00.000000Z,,2020-05-09T18:30:00.000000Z,Prof. Sudhakar Venukapalli,,True,Q291cnNlTGlzdDovbmQyX2NlYzIwX2VkMDM=,The English and Foreign Languages University,TEACHER_EDUCATION,CEC,nd2,True,True,2020-01-19T18:30:00.000000Z,B.Ed (English) - Pedagogy of Teaching English,/nd2_cec20_ed03/preview,15
registration_required,,https://storage.googleapis.com/swayam-node2-production.appspot.com/assets/img/nou19_hs08/communication skill (Basic Arabic).jpg,8,,False,,,,Dr Mohammad Saleem,,True,Q291cnNlTGlzdDovbmQyX25vdTE5X2hzMDg=,Indira Gandhi National Open University,Humanities_and_Social_Sciences,IGNOU,nd2,True,True,2020-02-01T07:00:00.000000Z,BAL-001: Basics Of Arabic,/nd2_nou19_hs08/preview,16
registration_required,,https://storage.googleapis.com/swayam-node2-production.appspot.com/assets/img/nou19_hs09/communication skill (Basic Arabic).jpg,8,,False,,,,Dr Mohammad Saleem,,True,Q291cnNlTGlzdDovbmQyX25vdTE5X2hzMDk=,Indira Gandhi National Open University,Humanities_and_Social_Sciences,IGNOU,nd2,True,True,2020-02-01T06:30:00.000000Z,BAL-002: Communication Skills,/nd2_nou19_hs09/preview,16
registration_required,,https://storage.googleapis.com/swayam-node2-production.appspot.com/assets/img/imb20_mg18/RiskManagement.png,2,2020-04-30T23:00:00.000000Z,False,2020-02-28T23:00:00.000000Z,,2020-05-09T00:00:00.000000Z,P C Narayan,,True,Q291cnNlTGlzdDovbmQyX2ltYjIwX21nMTg=,Indian Institute of Management Bangalore (IIMB),Management,IIMB,nd2,True,True,2020-01-31T06:00:00.000000Z,Banking and Financial Markets: A Risk Management Perspective,/nd2_imb20_mg18/preview,6
